,Unnamed: 0,reference,translation,similarity,lenght_diff,ref_tox,trn_tox
50016,50016,I need a shot.,I need a drink.,0.716787599305,0.0625,0.9031524062156676,0.0001708753698039
50017,50017,"Into your hands, I commend this crap.",I put this mess in your hands.,0.7305816685140001,0.1842105263157894,0.9996354579925536,0.0085867922753095
50018,50018,"He has a rash, which is why he can't go in the ball pit.","he has a rash, so he can't go swimming with balls.",0.765607161184,0.1052631578947368,0.0042335651814937,0.9722256660461426
50019,50019,"Actually, Joy, I'm gonna keep my phone, the donkey... and I would like the stick.","actually, Joy, I'm gonna keep my cell phone, donkey... and I want that pole.",0.849783148413,0.0609756097560975,0.1572710275650024,0.9559756517410278
50020,50020,'All I hope is that those murdering devils do not come to this House and trouble the sick.',"""I only hope the assassins don't come to the House, and they won't disturb the sick.""",0.716527574469,0.0652173913043478,0.9888736009597778,0.0107033010572195
50021,50021,I don't need a fight from you.,I'd hate to fight you.,0.666555153487,0.2580645161290322,0.0076555041596293,0.9573580026626588
50022,50022,Batteries must be dead.,there must have been batteries.,0.719160781316,0.25,0.9755809307098388,4.309012729208917e-05
50023,50023,"He been beaten by Santos, threatened with death.",Santos beat him up and threatened him with death.,0.8174200177609999,0.02,0.0193966161459684,0.9197427034378052
50024,50024,"Hell, general, we can hold them all the livelong day.","hell, General, we can hold them all day.",0.941673491871,0.2407407407407407,0.7731110453605652,0.0054912609048187
50025,50025,Not unless they shot him from the blue seats at the Garden. No.,not if they didn't shoot from the blue seats in the Garden.,0.891200351099,0.0625,0.978981077671051,0.1626055091619491
50026,50026,I think I irritate her.,I think I'm gonna piss her off.,0.638233120899,0.25,0.0006502894684672,0.7166272401809692
50027,50027,Nothing. Forget the tits.,"nothing, forget it.",0.7990814235179999,0.2307692307692307,0.9954740405082704,0.0002037078374996
50028,50028,"You're a good lad, Tony, but it's no use.","you're good, but it's useless.",0.670893101702,0.2619047619047619,4.396418808028102e-05,0.9067820310592652
50029,50029,I'm crying all the fucking time.,I'm crying all the time.,0.944476387666,0.2424242424242424,0.9854853749275208,0.0002690234978217
50030,50030,"Shouting curses and threats, the Phibians attacked the tangled worm, stabbing and cutting.","they were shouting curses and threats, attacking a tangled worm, stabbing him and cutting him.",0.884065717534,0.0421052631578947,0.0351136177778244,0.9881856441497804
50031,50031,Bastard from a basket.,a doll from the basket.,0.61980570853,0.0416666666666666,0.9991195797920228,0.0003820898709818
50032,50032,Buying real estate in a college town is a pain in the ass.,exactly...... buying a property in a college town is like a splinter.,0.6181145132670001,0.1571428571428571,0.9786410927772522,7.891234417911619e-05
50033,50033,You tried to pawn me off on her and I didn't go for it.,you tried to hang her on me and I didn't go for it.,0.8353735040520001,0.0714285714285714,0.0001192060008179,0.8646190762519836
50034,50034,Queer basher!,homelluk!,0.7001042925,0.2857142857142857,0.9598881006240844,0.0010811806423589
50035,50035,You're the biggest fuck-up I know.,you're the biggest paw I know.,0.7382688733689999,0.1142857142857142,0.9996378421783448,0.0009823115542531
50036,50036,Se-niou. High-tech Alliance crap!,shee-niou hi-tech scrap Alliance!,0.7963293727590001,0.0,0.9994741082191468,0.0005488614551723
50037,50037,Hurt them first so you don't worry about... ...how you're gonna let them down.,"you hurt them first, so you don't have to worry, you can eventually send them to the ground later.",0.714550685699,0.202020202020202,0.9812788963317872,0.0684642419219017
50038,50038,Who the hell was that? I think we just heard from jack the ripper.,I think we just talked to Jack the Ripper.,0.706726994509,0.3582089552238806,0.9440769553184508,6.955651042517275e-05
50039,50039,How is a young thing like you gonna kill Xena?,how would a whistle like that kill Xena?,0.6930553556479999,0.1276595744680851,0.9823906421661376,0.0012134917778894
50040,50040,"And if you ever return, the next payment will be taken in blood.""","and if you ever return, the next payment will be selected in your blood. """,0.715988581605,0.12,0.8511186242103577,0.0056293020024895
50041,50041,"""If you didn't screw the cow, she's not your cow.""","""if you don't appreciate the cow, it's not your cow.""",0.904306542772,0.0555555555555555,0.5287737846374512,0.0007226871675811
50042,50042,"That, my friend, will get you the ugly poinsettia.","we'll give you that, my friend, the nasty Christmas star.",0.732449822194,0.1206896551724138,0.0141962235793471,0.6393347978591919
50043,50043,"In this case, by their killer.",in this case your killer.,0.8886893259090001,0.1612903225806451,0.0062061194330453,0.997387707233429
50044,50044,I thought he was an old clump of rags.,I thought it was just a bunch of old rags.,0.812704360172,0.0930232558139534,0.7527619004249573,0.0483821108937263
50045,50045,A freaking tornado!,a huge tornado!,0.8043001461910001,0.2,0.8977601528167725,0.0003078648878727
50046,50046,A man who claims the throne of a dead country is nine kinds of fool.,a guy reporting on the throne of a non-existent country is crazy about nine ways.,0.7290928052969999,0.1585365853658536,0.9994041919708252,0.0081577925011515
50047,50047,He's just killing these people to prove that he can?,does he kill those people just to prove that he can?,0.939948680993,0.0,0.7416377067565918,0.0137271080166101
50048,50048,"AARON: She steals my shit, and you let her get away!",he steals my stuff and you let her go!,0.796761765106,0.2641509433962264,0.9994816184043884,0.0015947836218401
50049,50049,"Any woman would follow me madly like a dog, but I didn't get her because of you.",every woman would come after me like a bitch... but I can't get it for you.,0.762362831313,0.0617283950617283,0.0518276058137416,0.9993915557861328
50050,50050,"Bro, you screwed me.","dude, you double-crossed me.",0.7501780115209999,0.2758620689655172,0.9967445135116576,0.0009660871583037
50051,50051,"look,we've broken up so many times so many times afterwards I've just wanted him to be miserable,you know?","look, we've broken up so many times, so many times, and then I just wanted him to feel bad.",0.8275385589830001,0.1401869158878504,0.9484874606132508,0.0001063153613358
50052,50052,Now I want you to question all your scum-bucket friends. Find out what they know about those stolen costumes.,you have to find out what the guys know about the stolen costumes.,0.713737876057,0.3909090909090909,0.9789003133773804,4.230526610626839e-05
50053,50053,Maybe he can talk me out of suing your asses.,maybe he'll talk me out of jail.,0.632935147205,0.2826086956521739,0.9989534616470336,0.0001389531098539
50054,50054,The Russians are gonna grab a couple of Lamborghinis.,the Russians are going to urinate a couple of Lamborghini.,0.8651063290150001,0.0847457627118644,0.0010886031668633,0.9676112532615662
50055,50055,It's convincing enough... ... but what the devil are you two rascals up to now?,"it's convincing, but what are you rascals up to now?",0.7876129420319999,0.3375,0.9499338269233704,0.002747988095507
50056,50056,I want you to stash the mayor in a closet,hide the mayor in the closet.,0.713216255009,0.2857142857142857,0.0294641572982072,0.8303216099739075
50057,50057,"You don't need to die. - No, bro.",you don't have to die.,0.75736903677,0.3235294117647059,0.742493212223053,0.0090197501704096
50058,50058,Your fucking bag is mine now.,your backpack is mine now.,0.907420829998,0.1,0.9991581439971924,0.0002097250544466
50059,50059,"Tell him we will post results at the window, we retain the image.","tell him I'll put on the results for the window, but we'll keep the damn pictures.",0.654920185926,0.2048192771084337,3.5730114177567884e-05,0.9955515265464784
50060,50060,"The big, bad lady is here and she is cold.",the big bad lady is here and she's glamorous!,0.798388379671,0.0652173913043478,0.7766762375831604,0.0129150617867708
50061,50061,"I'm okay with that and everything, but my dad is crazed.","I like this, but my father isn't normal.",0.612290137042,0.2807017543859649,0.8164774179458618,0.0001762180909281
50062,50062,He's shooting at us!,he's shooting at us.,0.940587229235,0.0,0.0604346096515655,0.8312850594520569
50063,50063,"You point this at his head if he fucks around, all right?","if anything, point it at his head.",0.630152447961,0.396551724137931,0.9932897686958312,0.0336261168122291
50064,50064,"Are you blaming me, douche nozzle?","are you blaming me, you little prick?",0.845835110255,0.0789473684210526,0.0412245392799377,0.9978877902030944
50065,50065,But I like my sex the way I play basketball - one-on-one and with as little dribbling as possible.,"but I like sex like I play basketball - one on one, and the least driverless.",0.7714829895540001,0.2121212121212121,0.0742428228259086,0.9724408388137816
50066,50066,There are even movies about it with a lot of wrong stuff.,there are even films about it with a lot of rubbish.,0.855353618215,0.0862068965517241,7.739973807474598e-05,0.9861441850662231
50067,50067,I'm sorry you had to settle for Dave The one-dimensional man,"I'm really sorry you're dating Dave, the stupid guy.",0.680678044392,0.1311475409836065,0.0001237223477801,0.9996227025985718
50068,50068,"Either take this dumpling and be a dumpling guy, or you train with me, and be a do-ing guy.","either take this dumpling guy and be a dumbass guy, or practice with me and be a trained guy.",0.828415347562,0.0212765957446808,0.0232866946607828,0.9990887641906738
50069,50069,Only if you don't mind us rifling through your drawers.,"if you don't mind, we're gonna rip your drawers out.",0.7153067971279999,0.0535714285714285,0.0044465130195021,0.8970378041267395
50070,50070,Aw. Hate it.,I hate him.,0.7642829134219999,0.0769230769230769,0.0008280230686068,0.9887879490852356
50071,50071,One more blow at his defenseless friend would have sent him at Pew Mogel's throat.,"there would be one more strike aimed at his defenceless friend, and John Carter would have cast Pew Mogel's throat.",0.813004773836,0.2844827586206896,0.7232304215431213,0.0098816379904747
50072,50072,"You know, actually, that's not bad.","but you know, in fact, it's not stupid.",0.695683955738,0.1,4.105247717234306e-05,0.94029301404953
50073,50073,"I hate people that pretend that they want everyone to celebrate their death you know, and everyone is having a blast at the party and nobody gives a shit for the dead.","I hate people who pretend they'd want their death to be celebrated, and everyone would have fun at a party, and they wouldn't care about the dead one.",0.80974872426,0.1011904761904761,0.9792739152908324,0.0071053309366106
50074,50074,The Duck of Death is as good as dead because Corky does it right.,"he's burned to death, because Corky does it well.",0.670544099267,0.2424242424242424,0.0848437994718551,0.9939438700675964
50075,50075,Such was Cajivak's cruelty that he would have dragged Druss out to see them slain.,Cajivac's cruelty was such that he would let Druss pull out so he would have to watch how he was killing them.,0.8053590297579999,0.2522522522522522,0.0136582925915718,0.5638213753700256
50076,50076,"Get outta my way, I'll make you look like a genius.","you get out of my way, and I'll let you look like a genius.",0.850469610942,0.1333333333333333,0.7837178111076355,0.011099443770945
50077,50077,"He was still moving in her, instinctively still supplying the last of his flow, when she looked very startled, thrashed underneath, squeezed her eyes shut, and cried, “Oh, God, fuck, fuck!”","he was still moving in her mouth, trying to take all the fluid out of him, when she suddenly looked alarmed, moved beneath him, closed her eyelids, and screamed, ""Oh my God, one more, come on!""",0.807766268671,0.0206185567010309,0.9989853501319884,0.0012252463493496
50078,50078,I'd load me up some bombs and I'd let them have it.,"I'd load some bombs and throw them at them. """,0.764517664974,0.1153846153846153,0.0389527380466461,0.9687567353248596
50079,50079,Are you going to take me to the damn park or not?,will you take me to the park or not?,0.8831470213089999,0.26,0.9985489249229432,8.127226465148851e-05
50080,50080,"Or if it has a penis, I'll tell him not to think with it.","and if he has a pinhole, I'll tell him to think, not by him.",0.7375811662,0.0491803278688524,0.9973806738853456,0.0009296665666624
50081,50081,Gag me with the towel!,plug my mouth with a towel!,0.6712907758869999,0.1785714285714285,0.0144745735451579,0.9809003472328186
50082,50082,I want the guys who call the shots.,I want those guys who shot.,0.761054138221,0.2222222222222222,0.0001305641053477,0.9940097332000732
50083,50083,I would go mad.,I'd go crazy.,0.8795770379729999,0.125,0.0721126794815063,0.588376522064209
50084,50084,Young girls just ain't quite smart like their grandmothers were.,the girls aren't as skilful as their grandmothers.,0.63815963063,0.2153846153846154,0.8289607167243958,0.0122614605352282
50085,50085,That's why I loathed you... You're my sister.,"that's why I couldn't sleep with you, you're my sister!",0.769401627767,0.1785714285714285,0.9881636500358582,0.0066510131582617
50086,50086,Drop the whole weird Swinging London thing... ...and hang out with a few normal people.,get rid of this weird swindle London and talk to some normal people.,0.698628415961,0.2159090909090909,0.0001819360622903,0.9705362915992736
50087,50087,"Craving someone to talk to, he grew in a fish tank... a poor migraine-ridden brain.","he yearned to talk. He grew up in a fish tank for a dewy, migraine-ridden brain.",0.7659683862029999,0.0357142857142857,0.8278322815895081,0.0086115254089236
50088,50088,"And would our intimate lunch further undermine his masculinity in terms of the fact that --- and I speak here as a collegue, who, though not a close friend, does keep his ear to the ground... and to the door. Well, as it were, you know, without obviously eavesdropping as such --- the fact that he can't remember when he last had sex.","and not celebrating our intimate dinner of his manhood...... and speaking to you as a colleague, although not as a close friend, who might be overheard, of course, without too much ado...... considering he can't remember the last time he had sex...",0.7328700637819999,0.2567164179104477,0.0184606295078992,0.921686589717865
50089,50089,The Mark I is now ready to fire.,Mark and he's ready to shoot.,0.73523168277,0.0909090909090909,0.0030269555281847,0.9908464550971984
50090,50090,You think you can take me?,you think you'll kill me?,0.7573685830940001,0.037037037037037,7.581325189676136e-05,0.9893736243247986
50091,50091,Go to hell!,go somewhere!,0.641160694427,0.1428571428571428,0.9995018243789672,0.0004690824425779
50092,50092,Lame.He knows I hate drugs.,I thought he hated drugs.,0.683992470784,0.0714285714285714,0.9640713930130004,0.0006639523198828
50093,50093,What's going on here? - Shit!,what's going on here?,0.7785300191,0.2666666666666666,0.9995728135108948,4.2204563214909285e-05
50094,50094,So what's the dirty little secret?,what's your dirty secret?,0.8877686511049999,0.2571428571428571,0.0056231901980936,0.6719273924827576
50095,50095,Weren't for that little Stackhouse bitch... ...there wouldn't be no vampires coming around here at all.,"if it weren't for the little cougars, there wouldn't be any vampires.",0.644939903765,0.3269230769230769,0.9985417127609252,0.0017521823756396
50096,50096,But if men broke into my house and offered harm to Cara or the servants I would cut them down without a moment's remorse.,"but when someone breaks into my house and wants to hurt Care or servants, I kill him without regret.",0.713355279285,0.1721311475409836,0.3967753946781158,0.9944273233413696
50097,50097,"I was gonna cut Monty and his crew in, but you screwed that royal.","I wanted to dedicate Monty and his crew, but you ruined the royal.",0.816723823307,0.0,0.9704994559288024,0.0003073718398809
50098,50098,This house is possessed by the Devil.,this convent is possessed by the devil.,0.7958031315270001,0.05,0.051351498812437,0.9830408692359924
50099,50099,Then I'm gonna buy clothes and food and shoes and CDs... ...and all the rest of the shit I've been buying since you were born!,"then I'll buy clothes, food, shoes, CDs and all that stuff I've been buying since you were born!",0.893617117622,0.2362204724409448,0.992025911808014,0.0001309565996052
50100,50100,Jesus!,shit!,0.792074630329,0.1428571428571428,8.241381874540821e-05,0.9996292591094972
50101,50101,I have a feeling in my gut.,I feel it in my balls.,0.687462547408,0.1785714285714285,0.0001335186534561,0.9960108995437622
50102,50102,It's like a little doorway.,he's like a little cuckoo.,0.6558883169899999,0.0357142857142857,3.9767393900547177e-05,0.6148765087127686
50103,50103,"I just got off the phone with CDC and Homeland, who were giving me a tag-team ass-chewing because you put Philadelphia on a stage 2 alert.",I just had a phone call from the CDC and the Krays who kicked my ass for you because you put Philadelphia on second level.,0.6659667294870001,0.1151079136690647,0.0712713450193405,0.996360957622528
50104,50104,"""If you snicker any harder, you're going to get a nosebleed,"" she said tartly.","""if you laugh again, I'll hit you in the nose,"" she said sourly.",0.633589188725,0.1772151898734177,0.0073780515231192,0.9914972186088562
50105,50105,Who's gonna believe a bunch of coked-out strippers. Right?,"who's gonna trust a bunch of high-end strippers, right?",0.756852114556,0.0508474576271186,0.9721258282661438,0.0053988695144653
50106,50106,"So, guy's old lady comes home while he's working underneath his ride, puts the pedal to the metal, and takes half his head off.","so, a guy's wife comes home while he's under the car, he's gonna hit the gas, and he's gonna cut half his head off.",0.7636873702660001,0.09375,0.0086724385619163,0.9483200907707214
50107,50107,An old crone. Weak. Withering.,decaying... weak... exhausted... dying.,0.6218332317440001,0.225,0.9881969094276428,0.0109266601502895
50108,50108,Thirty years busting my hump.,30 years I'm risking my ass.,0.771175688072,0.0333333333333333,0.0204493552446365,0.9959329962730408
50109,50109,"""Damn,"" she complained without looking up.","""hell,"" she said, without raising her head.",0.6356929211060001,0.0227272727272727,0.9953998923301696,0.0190666206181049
50110,50110,"""Oh, shit.""","""oh, hell.""",0.917614786383,0.0,0.9974191188812256,0.0403722003102302
50111,50111,"""Oh, damn.""","""my dear.""",0.684827173617,0.0833333333333333,0.998836100101471,4.331854870542884e-05
50112,50112,"They were funny, smart and nice.","it's ridiculous, smart and beautiful.",0.682637331327,0.131578947368421,8.979169797385111e-05,0.9412052035331726
50113,50113,Shot ten Undead people in the head.,he shot ten Nemtsov in the head.,0.80182897387,0.0833333333333333,0.9894461035728456,0.3334772288799286
50114,50114,"Oh fuck, is that all the cocaine we got?",is that all the cocaine we've got?,0.850670274057,0.1463414634146341,0.9990467429161072,5.565500759985298e-05
50115,50115,But I was damned if I was going to do that.,but I would be crazy if I did.,0.6843338148739999,0.2954545454545454,0.5217252969741821,0.0021013831719756
50116,50116,"Give us some sign that Rome will be purified, the Borgia stain will be banished forever--","give us a sign that Rome will be cleansed, the Borgia stain will be forever damned...",0.917900090109,0.0444444444444444,0.0012941017048433,0.8807833790779114
50117,50117,Bet it could electrocute a dog.,I bet it would beat the dog.,0.747051898977,0.09375,0.9427846074104308,0.00128170393873
50118,50118,"Oh, I'm a gym rat.",I'm a booster rat.,0.624090810769,0.0,0.0896080508828163,0.9715703129768372
50119,50119,I hope you haven't inherited that old codger Yuleson's Christmas spirit.,I hope you didn't inherit that son of a bitch for Christmas.,0.642632019924,0.1643835616438356,9.741778194438666e-05,0.9996397495269777
50120,50120,I'm talking nonsense.,I say nonsense.,0.844405830476,0.2727272727272727,0.8158145546913147,0.0430112965404987
50121,50121,This crap hole is a monument to self-reliance.,this hole is a monument to your autonomy.,0.83015747396,0.1063829787234042,0.9989123344421388,0.0015684546669945
50122,50122,What the hell was a huge egg like that doing there?,what was that giant egg doing there?,0.881423359539,0.2884615384615384,0.9762064218521118,0.0002302857319591
50123,50123,"These programmers, there's always a tall skinny white guy, short skinny Asian guy, fat guy with a ponytail, some guy with crazy facial hair and then an East Indian guy.","these hackers, they always have a tall, poor white boy, a low-fat Asiatic, a fat man with a braided beard, a guy with a crazy beard and then a guy in eastern India.",0.8024433034280001,0.0236686390532544,0.1165455058217048,0.970792829990387
50124,50124,Pull your bloody heart out.,let's get your heart out.,0.704088027654,0.0714285714285714,0.9987264275550842,5.80751511733979e-05
50125,50125,The woman's in trouble.,the woman has a problem.,0.8004512238060001,0.04,0.0003111285623162,0.9571797847747804
50126,50126,He's not actually going to have sex with a 17-year-old patient.,he doesn't want to sleep with a 17-year-old patient.,0.798164757562,0.171875,0.9693315625190736,0.0225917249917984
50127,50127,The little man puffed out his chest.,the little man overtook his breasts.,0.672226388997,0.0,0.0010656041558831,0.9940494298934937
50128,50128,"What you doing to me, man?",what the hell are you trying to do?,0.645638476695,0.25,0.000207761011552,0.9809769988059998
50129,50129,"""Then am I content to die.""","""then I will die.""",0.8179227563760001,0.3214285714285714,0.0092574367299675,0.9597685933113098
50130,50130,So be it; your journey is wasted; wake up and get yourself gone!,"once again, your journey has been useless, stand up and walk on your own!",0.664188541407,0.1216216216216216,0.0009662510128691,0.693678617477417
50131,50131,"You American dogs have 24 hours to comply and leave our country, or else....","American dogs, you have 24 hours to meet the conditions and leave the country, otherwise...",0.8572477341310001,0.1630434782608695,0.971034288406372,0.0478742718696594
50132,50132,"If we go, we will be buried alongside him.","if we go, we'll be burnt next to it.",0.716625835712,0.1395348837209302,0.0005712625570595,0.8725259900093079
50133,50133,"Just going to dialysis, schnookems.","I'm just going to go to dialysis, puss.",0.6784110965060001,0.1,0.0057168090716004,0.926876425743103
50134,50134,I did what you asked liar.,"I've done everything for you, you liar!",0.648695233961,0.325,0.2273626178503036,0.99820077419281
50135,50135,"Well, my father's also convinced that i?s bunkum, but I'll prove to him it isn't!","well, my dad says it's stupid, but I'll prove it to him.",0.637620052915,0.3048780487804878,0.0008714598952792,0.9926315546035768
50136,50136,What goddamn language is that?,what language does it speak?,0.751770835209,0.064516129032258,0.9993304014205932,4.780229573952965e-05
50137,50137,Shoot. I like to party with my girlfriend.,my girl and I like to party.,0.797374685751,0.3255813953488372,0.9908345937728882,0.000597525271587
50138,50138,"Damn it. You mustn't be afraid to dream a little bigger, darling.","you can't be afraid to dream bigger, baby.",0.879322320006,0.3484848484848485,0.9975550770759584,6.018580825184472e-05
50139,50139,"Now, watch your step. He's a pretty good-sized ape.","and watch out, he's a pretty fat monkey.",0.661111364941,0.2115384615384615,0.003686076728627,0.9941757917404176
50140,50140,Cut it off.,turn it off.,0.72170156986,0.0769230769230769,0.9593217968940736,0.0001408057432854
50141,50141,I knew there was no use.,I knew it would be useless.,0.679308380677,0.1071428571428571,5.289680848363787e-05,0.8005921244621277
50142,50142,"OK, seriously, you don't have to kill yourself.","seriously, you don't have to switch.",0.668501904149,0.2291666666666666,0.9196239113807678,5.732529461965896e-05
50143,50143,"What do you do in your spare time, stretch?","what are you doing in your spare time, loser?",0.827240277428,0.0434782608695652,8.654221892356873e-05,0.9976012110710144
50144,50144,would kill me to get this book.,they'll kill me to get the book.,0.902662485987,0.0303030303030303,0.1579289734363556,0.9786675572395324
50145,50145,Best way to stay under the radar is to shut the shit off in plain sight.,the best way to stay off the radar is to fly directly beneath it.,0.7207475695290001,0.0958904109589041,0.9993109703063964,9.45946594583802e-05
50146,50146,They're shooting each other!,shoot each other.,0.754887118491,0.3793103448275862,0.4734485745429992,0.9905433058738708
50147,50147,Most institutions I'm afraid are run by the criminally lazy.,"in most institutions, I'm afraid they only work lazy.",0.739106727658,0.1147540983606557,0.7633484601974487,0.0171329881995916
50148,50148,Or I will cut its language... ... and I will give to my dogs they eat.,you want to feel her? So I'll cut your tongue out with me...... and feed him to the dogs.,0.661328634564,0.2111111111111111,0.0174644254148006,0.995392918586731
50149,50149,"You don't really fucking care at all, do you?","you don't care about anything, do you?",0.812569633032,0.1521739130434782,0.97534841299057,0.0039408728480339
50150,50150,"Sinner, confess your guilt and your guilt shall be taken from you.","sinner, confess your guilt and you will be forgiven!",0.902436134494,0.208955223880597,0.9874267578125,0.0035121808759868
50151,50151,I go past Friday and I'm buried.,"if I keep going after Friday, they'll bury me.",0.609686070424,0.2978723404255319,6.217274494701996e-05,0.809432327747345
50152,50152,How the heck you doin'?,how the hell do you have?,0.7597282221680001,0.0769230769230769,0.035023920238018,0.9794310927391052
50153,50153,This is fucking great. -..under John Connor.,that's really great.... according to John Connor.,0.7662756824439999,0.1,0.9535062909126282,4.280269786249846e-05
50154,50154,"It can be a really well rendered animation, a short film, or any sort of horrible crap.","it may be a really well-rendered animation, a short film or just some kind of horrible nonsense.",0.904170087335,0.0927835051546391,0.9530085325241088,0.3098870813846588
50155,50155,"Get the hell out of my house, man.",get out of my house.,0.822719036823,0.4,0.9851213693618774,0.0069683538749814
50156,50156,Hospitals... lot of good they are.,hospitals... they suck.,0.64109289979,0.3142857142857143,3.983981878263876e-05,0.9983075857162476
50157,50157,"Hey, don't cock block.","hey, that cock block.",0.883158627596,0.0434782608695652,0.104417860507965,0.9959313273429872
50158,50158,"As the one challenged, I claim the first shot.",I have the right to the first shot.,0.652490460967,0.2340425531914893,0.005123218987137,0.8726520538330078
50159,50159,Loser leaves Coolidge.,whoever loses leaves Coolidge.,0.750318109746,0.2580645161290322,0.980012059211731,0.000221673035412
50160,50160,What in the hell is going on in hell?!,exactly what the hell is going on?,0.7204828362000001,0.1025641025641025,0.9791106581687928,0.4780299663543701
50161,50161,I indicted this piece-of-shit case... because you swore to me we had an eyeball witness...,I took this hit-and-run case because you swore we had an eyewitness...,0.772214761383,0.2197802197802197,0.9994298815727234,0.0001412748388247
50162,50162,Didn't these... whatever they are... didn't they also kill their children?,"or maybe... whatever they are, they didn't kill their kids too?",0.848699883708,0.1466666666666666,0.9093506336212158,0.0086035281419754
50163,50163,We'll fire on the count to 3.,we'll start shooting till I count to three.,0.705774491851,0.3181818181818182,0.0323837623000144,0.7547035217285156
50164,50164,Perhaps he's not such an old fool after all.,maybe he's not crazy after all.,0.792629497763,0.2888888888888888,0.9975939393043518,0.00666657788679
50165,50165,"Then why did the sex always end with you yelling,",then why did the sex always end with your cry?,0.8053892649250001,0.06,0.1985792815685272,0.9574776291847228
50166,50166,One of the stupidest things I've ever done.,one of the biggest blunders I've ever done.,0.692136967651,0.0,0.99947851896286,0.0001435605809092
50167,50167,"Right. Now say ""I, Susan, am a whiny fucking bitch ""and you, Frankie, have it under control.""","all right, now tell me...... I, Susan, I'm a whopping cow, and you and Frankie have it all under control.",0.699942057347,0.1132075471698113,0.999427616596222,0.032713983207941
50168,50168,We saved the marsh Fuck him!,we saved the swamp.,0.785339660817,0.3103448275862069,0.999619722366333,0.0001254604430869
50169,50169,And a lunatic.,and crazy.,0.881375601365,0.2666666666666666,0.9994046688079834,0.0855269730091095
50170,50170,"That's suicide, Mister Woods.","it's a suicide, Mr. Woods.",0.8761239566410001,0.1,0.0219561010599136,0.7688376307487488
50171,50171,That you won't stop talking.,that you don't shut up.,0.7070012271870001,0.1724137931034483,5.7131503126583993e-05,0.8627761602401733
50172,50172,"I know, but, like, lying to her Just seems cowardly and selfish.","I know, but lying to me seems cowardly and selfish.",0.8912615878460001,0.2,0.9324904680252076,0.1118207648396492
50173,50173,"Why I and my friend and partner, whose body is going into a furnace tomorrow, were never fucking contacted.","why didn't anyone inform me...... and my partner, who's going to be buried tomorrow?",0.657758040796,0.2129629629629629,0.9683117866516112,4.580433596856892e-05
50174,50174,No small trick for a black man.,it was something for a black man.,0.702871115519,0.0588235294117647,0.9961091876029968,0.04111198335886
50175,50175,The one where you admitted to stabbing me in the back by sleeping with Karl.,the one you stabbed me in the back when you slept with Charles.,0.8273579370119999,0.1688311688311688,0.1167356744408607,0.9818366169929504
50176,50176,"Then, when she started crying it all ran down her face, it was like breaking up with The Joker.","and then as she started crying, she was all over her face, it was like a breakup with a clown,",0.853119239393,0.0104166666666666,0.001256980584003,0.989891767501831
